编号,标签,时间,内容
34977659,"开发版公测,MIUI系统,开发版内测,系统动画,Redmi K40/Pro,小米11,Redmi K40游戏增强版,小米10/10Pro,Xiaomi Civi,Redmi Note 9/9 Pro,设置,Redmi K30/Pro,K30S至尊纪念版,K30至尊纪念版,续航,小米10至尊纪念版,摄影馆,Redmi Note 11/Pro,小米社区,小米10S,Redmi Note 10/10 Pro,桌面,小米11 Pro,位置信息,日照米粉同城会,小米11青春版,小米12,小米6/6X,小米8/8 SE/青春版,小米平板5系列,稳定版内测",2022-01-13 00:15:20,"感谢米粉朋友们的理解和支持
操作步骤
本周五会更新MIUI13吗？小米11
"
34623661,"MIUI系统,小米11",2022-01-13 00:07:51,"MIUI13-小米11 稳定版 13.0.4 拨号界面卡顿
操作步骤
进入拨号界面后有明显的卡顿，随后才能显示拨号界面。在拨号界面输入联系人简拼时也会有明显卡顿
预期结果
消除卡顿，使界面操作流畅丝滑
实际结果
进入拨号界面后有明显的卡顿，随后才能显示拨号界面。在拨号界面输入联系人简拼时也会有明显卡顿"
34972669,"MIUI系统,小米11,温度控制",2022-01-12 22:42:58,"小米11 稳定版12.5.15.0 发热引起游戏掉帧频繁
操作步骤
小米11玩游戏时会掉帧，可不可以将CPU的频率调低一点，避免发热，从而避免掉帧"
34437253,"搜狗输入法（小米版）,小米11",2022-01-12 20:53:27,"22.1月起-搜狗输入法-语音输入闪退/异常
操作步骤
在使用搜狗输入法小米版，在微信中使用语音转文字功能时，偶尔会遇到崩溃，强制关闭的情况
预期结果
起码软件不会崩溃，影响正常的输入体验，还是很喜欢小米版的输入法外观的
实际结果
偶尔使用的时候刚刚按住空格就崩溃了，其他场景未知，基本都是在微信输入的时候遇到"
34406627,"小米11,MIUI系统,屏幕显示",2022-01-12 19:24:56,"MIUI13-小米11稳定版13.0.4-屏幕异常变暗
操作步骤
miui13稳定版QQ，微信，微博等软件会自动暗屏
预期结果
暗屏 暗屏 暗屏！！！！！！！！！
实际结果
软件使用暗屏！！！！！！"
34608536,"开发版内测,小米10青春版,三方应用圈,Redmi K40/Pro,应用行为记录,小米11,MIUI系统,开发版公测,MIUI小部件,MIUI+（跨屏协作）",2022-01-12 18:43:31,"MIUI13-22.1月起-重生细胞闪退/停止运行
操作步骤
重生细胞  闪退 闪退 闪退"
34431278,"小米MIX 4,MIUI系统,控制中心,小米11,屏幕触控,系统动画,小米10/10Pro,通知栏",2022-01-12 17:57:38,"MIUI13-22.1月稳定版-应用内控制中心无法下拉 
操作步骤
无论在微信还是小米社区等其他软件里，都无法打开下拉菜单，但是在桌面可以。12.5都可以，但是更新到13后就出问题了
预期结果
在软件里可以打开下拉菜单
实际结果
软件里无法打开下拉菜单"
34605041,"小米11,耗电,MIUI系统",2022-01-12 17:01:45,"MIUI13-小米11稳定版13.0.4-低电量掉电异常快
操作步骤
没有任何后台
室内，电池温度显示21°
更新后到目前为止出现过3次
截取了最后一次的截图
出现第一次最严重的情况，从69的电十秒钟内掉到19，然后瞬间变1，提示30秒关机
不知道是电池出现了问题还是系
预期结果
解决问题，不在出现掉电情况，如果确定是电池问题，那我就去换电池
实际结果
没有任何后台
室内，电池温度显示21°
更新后到目前为止出现过3次
截取了最后一次的截图
出现第一次最严重的情况，从69的电十秒钟内掉到19，然后瞬间变1，提示30秒关机
不知道是电池出现了问题还是系"
34399367,"MIUI系统,小米10/10Pro,Redmi Note 9/9 Pro,Redmi K40/Pro,开发版公测,小米11,位置信息,K30至尊纪念版,小米11 Pro,小米社区,小米11 Ultra,桌面,开发版内测,Redmi Note 8/8 Pro,小米10S,小米10至尊纪念版,Redmi Note 10/10 Pro,Redmi K30/Pro,设置,系统动画,续航,小米平板5系列,稳定版内测,K30S至尊纪念版,摄影馆,米粉杂谈,小米MIX3,快捷回复, 小米助手,小米11青春版,应用包管理组件,Redmi K40游戏增强版,Redmi Note 11/Pro,MIUI小部件,Redmi K20/Pro,Xiaomi Civi",2022-01-12 16:02:37,"感谢米粉朋友们的理解和支持
操作步骤
小米10S什么时候上13啊"
34397852,"小米11,电话,MIUI系统",2022-01-12 15:42:33,"MIUI13-小米11稳定版 13.0.4 距离感应器失效，不灵敏
操作步骤
微信语音通话，刚把手机放到耳边时屏幕息屏了，可隔一小会就自动亮屏了，微信重装过了还是一样，能怎么解决，亮屏总是误触。<a href=""https://web.vip.miui.com/page/info/mio/mio/homePage?uid=2BF2E3848DF24FA793D7E38ECBF96C7E&encryptUserId=2BF2E3848DF24FA793D7E38ECBF96C7E"" target=""_blank"">@果果最棒 </a><a href=""https://web.vip.miui.com/page/info/mio/mio/homePage?uid=05D428CB8A07A0BD58CDCF83AF1CCE7E&encryptUserId=05D428CB8A07A0BD58CDCF83AF1CCE7E"" target=""_blank"">@蓝缘呦 </a><a href=""https://web.vip.miui.com/page/info/mio/mio/homePage?uid=68A779256860D4EC4CD37C6F4D6BC947&encryptUserId=68A779256860D4EC4CD37C6F4D6BC947"" target=""_blank"">@Mi_1430963097 </a><a href=""https://web.vip.miui.com/page/info/mio/mio/homePage?uid=63E5F494F8BAEA78ACD56F7F39A28E01&encryptUserId=63E5F494F8BAEA78ACD56F7F39A28E01"" target=""_blank"">@小米社区 </a><a href=""https://web.vip.miui.com/page/info/mio/mio/homePage?uid=AE6F4D6D3ECB2FC903081DA6A38F7E0E&encryptUserId=AE6F4D6D3ECB2FC903081DA6A38F7E0E"" target=""_blank"">@幽默先生 </a>"
34594116,"小米11,MIUI系统,三方应用圈",2022-01-12 12:27:11,"MIUI13  小米11 稳定版13.0.4-日常使用无故黑屏
操作步骤
无论是正常聊天还是打游戏刷视频，都会自己突然黑屏
预期结果
屏幕一直常亮，不会突然黑屏
实际结果
屏幕突然黑屏，黑屏后亮起"
34937554,"MIUI系统,Redmi K40/Pro,开发版公测,小米11,Xiaomi Civi,小米11青春版,小米10S,K30S至尊纪念版,K30至尊纪念版,Redmi K30/Pro,Redmi Note 9/9 Pro,小米11 Ultra,小米11 Pro,小米10/10Pro,Redmi Note 10/10 Pro,小米MIX 4,Redmi Note 11/Pro,摄影馆,MIUI Pad,小米10至尊纪念版,Redmi 9/9A,濮阳米粉同城会,安阳米粉同城会,小米CC9 Pro,稳定版内测,小米平板5系列,主题壁纸,开发版内测,Redmi K40游戏增强版",2022-01-12 10:42:11,"感谢米粉朋友们的理解和支持
操作步骤
Miui13要等到啥时候"
34587316,"小米11,网络信号,MIUI系统",2022-01-12 10:34:54,"小米11-稳定版12.5.15-5G网络下数据断网/断流
操作步骤
我的小米11，有5G信号，但是没有5G流量。"
34412698,"小米11,MIUI系统,有线充电,稳定版内测",2022-01-12 10:12:35,"MIUI13- 小米11 稳定版 13.0.4- 55W有线充电充不满/越充越小
操作步骤
小米11系统更新完13充电不长反向掉电
预期结果
正常充电的电量持续上涨
实际结果
实际结果电量充电不增反减"
34408558,"开发版公测,温度控制,MIUI系统,小米11,桌面",2022-01-12 08:41:09,"MIUI13 小米11 13.0.5稳定版 视频场景发热
操作步骤
看个直播温度都40度了 "
34379307,"开发版公测,耗电,MIUI系统,开发版内测,小米11",2022-01-12 08:31:05,"MIUI13 截止1.16 小米11开发版 日常使用耗电快
操作步骤
小米11搭配MIUI13，只打微信电话，手机掉电巨快，三个半小时都不到电都没了
预期结果
功耗减少。。。。。。。。。。
实际结果
耗电严重............"
33673515,"小米11,屏幕触控,MIUI系统",2022-01-12 07:17:36,"MIUI13-小米11稳定版13.0.4-屏幕触控失灵
操作步骤
正常使用手机…………
预期结果
能和之前一样能正常下滑
实际结果
上下滑经常没反应，卡顿"
33672165,"小米11,游戏加速,MIUI系统,三方应用圈",2022-01-12 06:36:15,"MIUI13-小米11稳定版13.0.4-游戏收纳状态下二次划出功能失效
操作步骤
从游戏加速里隐藏王者荣耀游戏桌面图标，然后进入游戏，会触发手动二次划入失效，游戏过程中容易频繁误触调动状态栏，并且容易一滑就退出游戏进入桌面了，取消隐藏桌面图标，然后点击王者进入游戏就体验正常了
预期结果
取消隐藏桌面图标，然后点击王者进入游戏就体验正常了
实际结果
取消隐藏桌面图标，然后点击王者进入游戏就体验正常了"
34573976,"开发版内测,小米11,电话",2022-01-12 03:09:21,"MIUI13 22.1月起 小米11 开发版 接打电话有回音
操作步骤
最新版本MIUI，接听或者拨打电话都有回音，有没有遇到同样情况的"
34574676,"开发版内测,声音和振动,设置,开发版公测,小米MIX 4,小米11",2022-01-12 02:27:04,"MIUI13－22年1月起－开启勿扰模式后依旧有声音
操作步骤
开启勿扰模式后还是有声音
预期结果
开启勿扰模式后没有声音
实际结果
开启勿扰模式后来通知还是有声音"
34911729,"MIUI系统,小米11",2022-01-11 22:05:14,"MIUI13-小米11稳定版 13.0.4 人脸识别慢
操作步骤
手机屏幕解锁和加密软件解锁的人脸识别
预期结果
没更新的时候速度很快，更新了就慢的多了
实际结果
更新MIUI13后人脸识别慢很多"
34361882,"自由小窗,小米12 Pro,MIUI系统,稳定版内测,小米11",2022-01-11 22:04:51,"MIUI13_22.1月起稳定版_微信小窗模式下打开微信小程序会全屏打开不会跳转
操作步骤
1.用小窗模式打开微信
2.打开一个微信小程序
预期结果
打开小程序后覆盖微信小窗
实际结果
微信会保持小窗状态，但是小程序就会变成全屏"
34558871,"相机,小米11,MIUI系统",2022-01-11 20:39:01,"MIUI13-小米11稳定版 13.0.4 相机卡顿
操作步骤
打开相机
正常操作卡顿
频闪
预期结果
使用相机不卡顿，不频闪
实际结果
使用相机一直卡顿，一直频闪"
33654310,"MIUI系统,主题壁纸,Redmi K40/Pro,电话,小米11",2022-01-11 19:24:05,"MIUI13-22.1月起 稳定版 主题壁纸恢复默认
操作步骤
每天早上自动开机后就变回默认主题
预期结果
开机后是原始设定界面
实际结果
实际开机后任然是默认主题界面"
34551901,"小米11,MIUI系统,通知栏",2022-01-11 18:12:12,"MIUI13-小米11稳定版13.0.4-锁屏界面消息不通知
操作步骤
锁屏不显示通知。不通知不通知
预期结果
恢复显示通知啊啊啊啊啊擦
实际结果
什么几把反馈啊啊啊啊啊啊擦"
33651705,"相机,小米11",2022-01-11 17:57:56,加回点击对焦后快速拍照功能
34898939,"MIUI系统,开发版公测,Redmi K40/Pro,小米11,小米10/10Pro,小米MIX 4,小米平板5系列,Redmi Note 11/Pro,Redmi Note 9/9 Pro,开发版内测,小米10至尊纪念版,小米11 Pro,K30S至尊纪念版,Redmi Note 10/10 Pro,小米10S,小米11 Ultra,Redmi K20/Pro,Redmi K40游戏增强版,MIUI小部件,笔记本圈,小米降噪耳机 Air2Pro,Xiaomi Watch Color 2,Redmi Note 8/8 Pro,MIUI Watch,官方壁纸,耳机圈,K30至尊纪念版,[可爱眼]主题圈,小米手表Color,相册,[nichijou]主题圈,[草莓果酱想谈恋爱]主题圈,小米12 Pro,小米运动健康-原小米穿戴&健康,小米 MIX Fold,Redmi路由器,稳定版内测,Redmi Airdots 3 Pro,钱包,主题壁纸,小米真无线降噪耳机3/Pro,小米9,Redmi K30/Pro,Redmi电视,MIUI TV,路由器圈,长春米粉同城会,MIUI发烧友俱乐部,快捷回复,续航,Xiaomi Civi,桌面",2022-01-11 17:56:47,"感谢米粉朋友们的理解和支持
操作步骤
Mix4是假旗舰嘛，怎么收不到推送啊
被战略放弃了啊"
34894684,"小米11,耗电,MIUI系统",2022-01-11 16:29:29,"MIUI13-小米11稳定版 13.0.4 耗电异常电量一直显示100%
操作步骤
手机电量显示异常，已经严重影响到使用，有电没电都有100%"
34374293,"MIUI系统,小米11,屏幕触控",2022-01-11 14:53:33,"MIUI13-小米11 稳定版13.0.4.0日常使用桌面触控异常/断触
操作步骤
底部滑动的时候，十次有三次左右出现返回桌面动画到一半，回到当前app界面，或者底部向上按住拖动想要切换app时，直接回到桌面，更新最新的miui13之前从未有过这种现象
预期结果
无1111111111
实际结果
无1111111111"
34328467,"小米11,时钟",2022-01-11 09:25:30,"MIUI13-小米11稳定版13.0.4.0 锁屏闹钟响铃通知弹窗无法关闭
操作步骤
1，设置7点40闹钟，
2，7点40闹钟延时10分钟，
3，7点50关停闹钟，
4，8点多了闹钟还继续在锁屏界面（仅提示，不发声），并且无法关闭
预期结果
过期闹钟不再锁屏界面提示。
实际结果
8点多了闹钟还继续在锁屏界面（仅提示，不发声），并且无法关闭"
34318102,"开发版公测,屏幕显示,游戏加速,开发版内测,设置,桌面,系统动画,音频,Redmi K30/Pro,Redmi K40游戏增强版,位置信息,三方应用圈,网络信号,MIUI系统,万象息屏,声音和振动,主题壁纸,无线充电,续航,Redmi K40/Pro,自由小窗,温度控制,手环圈,垃圾清理,日历,手机蓝牙,MIUI小部件,MIUI Home,「应用建议」桌面小组件,相机,小爱同学圈,官方壁纸,Redmi Note 10/10 Pro,相册,[小组件]主题圈,联系人,小米10/10Pro,小米10至尊纪念版,小米健康,小米运动健康-原小米穿戴&健康,有线充电,K30S至尊纪念版,隐私保护,应用商店,Redmi K20/Pro,电话,钱包,小米平板5系列,控制中心,通知栏,小米穿戴APP圈,屏幕触控,智能助理（负一屏）, 小米助手,桌面内容中心,米家APP,米家智能摄像机,系统字体, 锁屏,游戏中心,百度输入法（小米版）,小米手环6,小爱智能音箱,小米妙播,小米电视大师系列,小米社区,小爱课程表,搜狗输入法（小米版）,小米手表圈,米粉杂谈,Xiaomi Watch S1,小米9,小米手环4,小米11 Pro,计算器,MIUI+（跨屏协作）,电池,耗电,浏览器内测,超级省电,指纹识别,时钟,屏幕录制,文件管理,网络助手,状态栏,小米11 Ultra,深色模式,手机管家,Redmi10X/10XPro,K30至尊纪念版,传送门,Redmi Note 11/Pro,小米平板圈,笔记本圈,小米10S,稳定版内测,小米MIX 4,小米11,MIUI 万象息屏内测",2022-01-11 02:40:53,"请米粉朋友们升级到最新版本验证
操作步骤
打游戏看抖音甚至微信聊天都会自动重启用，息屏在开屏就会改变颜色，屏幕透红或者屏幕透绿
预期结果
完善小米手机系统  如果是bug的话尽快修复
实际结果
只有一个手机 重启没法截屏，花屏也截屏看不出来"
34860919,"小米11,声音和振动,MIUI系统,三方应用圈",2022-01-11 00:47:55,"MIUI13-小米11稳定版13.0.4-网易云音乐声音自动暂停
操作步骤
打开网易云的时候调大小音量音乐自动暂停，怎么回事？
预期结果
赶紧修复一下MIUI13。这是新bug吗？只有我的手机是吗？
实际结果
赶紧修复一下MIUI13。这是新bug吗？只有我的手机是吗？"
34515216,"开发版内测,小米11,开发版公测,MIUI系统,网络信号",2022-01-11 00:45:03,"MIUI13 截止1.16 小米11 开发版 数据断流
操作步骤
正常使用手机，听音乐，刷抖音就会因为网络卡死，只能去切换一下5G网才能恢复，而且5G网也有这个问题，只不过概率比4G小
预期结果
网络不要在信号满格而没有网
实际结果
信号满格，网络卡死，刷抖音，听音乐都会因为网络问题停下卡住"
33618130,"开发版内测,小米11,有线充电",2022-01-10 22:51:43,"MIUI13-截止1.16-小米11开发版-55w有线充电断断续续
操作步骤
充电一会儿断一会儿充，看右上角的充电图标。
预期结果
充上电，不再出现断断续续
实际结果
充电断续。一会儿好一会坏，影响体验"
33614650,"小米11,MIUI系统",2022-01-10 21:25:47,"小米11稳定版 12.5.15 内存占用大
操作步骤
不想吐槽了没后台任务运存剩2G这系统不是一般垃圾！尽搞些花里胡哨！"
34338998,"小米11,屏幕时间管理,MIUI系统",2022-01-10 20:54:45,"MIUI13-22.1月起小米11开发版 屏幕时间管理/看板/查看更多应用数据无法打开
操作步骤
1：进设置打开屏幕时间管理
2：点击看板
3：“每周”板块
4：查看更多应用数据
......点不进去


预期结果
正常打开每周统计，查看近期一周应用使用时长
实际结果
实际进不去相关设置，打不开详情显示
补充说明
自从更新了MIUI13就发现此问题，来回点击每日/每周一次就能正常进入查看更多应用数据。"
34848554,"开发版内测,小米10/10Pro,三方应用圈,开发版公测,Redmi K40/Pro,小米MIX 4,MIUI系统,Redmi Note 9/9 Pro,小米11",2022-01-10 20:50:52,"MIUI13-22.1月起-开发版-光遇闪退
操作步骤
今天下了光遇，一直闪退，是没有适配吗？😭😭😭"
34305587,"小米11,桌面,MIUI系统",2022-01-10 20:40:07,"MIUI13-22.1月起小米11开发版 清理后台应用程序异常黑屏/自动重启
操作步骤
清理后台的时候突然死机重启
预期结果
后台清理成功且不会发生任何事情
实际结果
在退出微信后台时死机重启"
34305337,"小米11,MIUI系统,控制中心,通知栏,小米11 Pro,屏幕显示,开发版内测,开发版公测,位置信息,系统动画",2022-01-10 20:36:49,"MIUI13-22.1月稳定版-控制中心下拉变透明
操作步骤
自己看吧，这是什么东西
预期结果
应该是磨砂怎么直接透明
实际结果
直接透明了，没有磨砂效果"
34305512,"小米11,相机,MIUI系统,稳定版内测",2022-01-10 20:29:58,"MIUI13-小米11稳定版13.0.4-相机无法对焦
操作步骤
小米11相机无法对焦，MIUI12.5.和MIUI13系统均是这样!相机基本不可用状态!请问这是硬件问题吗？怎么解决这个问题？"
34296147,"MIUI系统,小米11 Ultra,Redmi K40/Pro,开发版公测,小米11青春版,Redmi K40游戏增强版,小米10S,小米10/10Pro,开发版内测,小米11,小米MIX 4,小米10至尊纪念版,小米11 Pro,稳定版内测,K30至尊纪念版,Redmi Note 11/Pro,Redmi Note 9/9 Pro,小米社区,Redmi K30/Pro,Redmi Note 10/10 Pro,摄影馆,常州米粉同城会,小米平板5系列, 小米手机,小米 MIX Fold,小米12,K30S至尊纪念版,Redmi Note 8/8 Pro,小米12 Pro,Xiaomi Civi,Redmi10X/10XPro,小米10青春版,Redmi K20/Pro,小米9,MIUI小部件,主题壁纸,设置,小米9Pro 5G,系统动画,小米MIX,无锡米粉同城会",2022-01-10 16:35:34,"感谢米粉朋友们的理解和支持
操作步骤
k30pro啥时候更新13急死人了"
34327503,"开发版公测,网络信号,小米11,MIUI系统",2022-01-10 15:46:10,"MIUI13 小米11稳定版 13.0.4  数据断流
操作步骤
Miui13.0.4版本只用数据流量打游戏时依然有偶尔的断流或网速突然不好的现象。"
34284087,"小米11,桌面,MIUI系统,三方应用圈",2022-01-10 11:54:43,"MIUI13-桌面-偶现后台卡片消失
操作步骤
正常切后台然后看不到后台经常这样
预期结果
正常是有后台的 这一弄后台都没了
实际结果
就是没有后台了 经常这样"
34307283,"小米11,MIUI小部件,MIUI系统",2022-01-10 07:14:08,"MIUI13-小米11稳定版13.0.4-桌面时钟部件字体不消失
操作步骤
桌面添加小部件 小部件下方自带小部件名称 无法隐藏
预期结果
小部件名称去掉，不要显示小部件名称
实际结果
小部件名称无法隐藏，非常影响观感"
34269932,"网络信号,MIUI系统,小米11 Ultra,小米11,开发版公测",2022-01-10 05:36:18,"MIUI13 小米11U稳定版13.0.5 信号差/无服务
操作步骤
之前信号的地方，今天试了下，信号很弱，多次提醒无信号，下载APP无网速，信号丢失，直接打叉了。
预期结果
希望可以加个补丁，信号增强
实际结果
希望可以早点处理，影响使用"
34267737,"小米11 Pro,相机,MIUI系统,稳定版内测,小米11",2022-01-10 01:24:38,"MIUI13 小米11Pro 稳定版 13.0.5 相机卡顿严重
操作步骤
Miui13问题反馈
第一:录像压根没法开启闪光灯！开启闪光灯一分钟不到就强制关闭(除非你手机电池温度低于35度）已经很早之前就很多用户论坛反应过，可以搜索！从12.5到13都没改！
第二:卡顿增加！运存占用明显增大，后台只正常使用微信qq的情况下，运存已经所剩无几，比如开启相机已经卡顿严重，使用其他各种app比12.5卡顿概率增加，个人认为是运存占用增加导致的(本人是8+256，安装软件大概150左右，12.5开机可用4.2正常使用可用3G左右，13开机可用3.6正常使用可用2G左右)
其他有空待添加。"
33576000,"K30S至尊纪念版,桌面,系统字体,网络助手,Redmi Note 10/10 Pro,电视圈,游戏加速,手电筒,MIUI小部件,主题壁纸,电话,Redmi K30/Pro,设置,搜狗输入法（小米版）,通知栏,网络信号,小米10/10Pro,音频,万象息屏,小米10至尊纪念版,位置信息,联系人,小米平板圈,应用商店,状态栏,小米11,耳机圈,声音和振动,邮件,天气,K30至尊纪念版,Redmi K40/Pro,相册,小米11 Pro,开发版公测,开发版内测,MIUI 万象息屏内测,应用锁,Redmi手机,小米运动健康-原小米穿戴&健康,隐私保护,全局搜索,三方应用圈,一元流量, 锁屏, 备份,MIUI系统,系统动画,小米10S,耗电,Redmi10X/10XPro,MIUI+（跨屏协作）,续航,有线充电,智能助理（负一屏）,截屏,小米12 Pro,服务与反馈APP,温度控制,小爱同学圈,无线充电,相机,手机蓝牙,控制中心,自由小窗,小米平板5系列,文件管理,小米11 Ultra,Redmi K40游戏增强版,屏幕时间管理,游戏中心,屏幕触控",2022-01-10 00:05:56,"请米粉朋友们升级到最新版本验证
操作步骤
桌面左右滑动桌面显示异常
预期结果
桌面能正常流畅滑动，不会卡顿
实际结果
画面显示异常，到负一屏后又回来然后就又好了"
34297983,"小米11 Ultra,MIUI小部件,MIUI系统,小米11",2022-01-09 23:27:21,"MIUI13-小米11U稳定版13.0.5-旧版时钟部件字体存留
操作步骤
添加组件后出现文字，以前MIUI12.5添加后没有的
预期结果
添加组件后不要出现文字，影响整体性。
实际结果
添加后出现时钟字样，是否可以调整一下。"
34456401,"稳定版内测,小米11,MIUI系统",2022-01-09 22:43:29,"MIUI13 小米11 稳定版 13.0.4 自动重启
操作步骤
小米11更新了miui13后，自动重启了2次，在刷图片和视频德时候发生"
33572255,"自由小窗,小米11,MIUI系统,稳定版内测",2022-01-09 22:07:52,"MIUI13_22.1月起稳定版_游戏加速与视频工具箱无法开启小窗/小窗失效
操作步骤
更完miui13 游戏里不能快捷切小窗 还有视频工具箱全部失效了是怎么回事，急急急！"
34287638,"开发版公测,小米11,MIUI系统",2022-01-09 18:30:38,"MIUI13-22.1月起，小米11开发版关机按钮失灵。
操作步骤
长按电源键，出现关机重启选项，上滑关机
预期结果
滑动动画结束之后，黑屏关机
实际结果
动画结束后回到锁屏页面，无事发生
补充说明
一般需要关两三遍才能关掉"
34281813,"小米11,无障碍,MIUI系统",2022-01-09 15:24:34,"小米11-稳定版-12.5.15-语音控制自动退出
操作步骤
如果没办法把功能做到尽善尽美干脆就不要，简直累赘多余。。。"
34239122,"小米11,开发版内测,MIUI系统,手机蓝牙,小米蓝牙耳机",2022-01-09 13:10:49,"MIUI13-22.1月起小米11开发版-蓝牙每次连接高清音频需要手动开启
操作步骤
每次重新连接耳机过后，高清音频都需要手动重新开起"
34434116,"小米11,声音和振动,MIUI系统",2022-01-09 13:06:22,"小米11-稳定版-12.5.15-音量条不会自动消失
操作步骤
按一次音量键，这个音量界面就一直在<a href=""https://web.vip.miui.com/page/info/mio/mio/homePage?uid=4FC3186D0757BB498B08C3F21D976140&encryptUserId=4FC3186D0757BB498B08C3F21D976140"" target=""_blank"">@MI小凡 </a>
在小青"
34763904,"MIUI系统,小米11,网络信号",2022-01-09 10:55:12,"MIUI13 小米11稳定版13.0.4 无信号/无服务
操作步骤
早上起来卡2无信号，尝试飞行模式之后，卡1也变成无信号，重启手机后恢复正常。近四天每天必现
预期结果
期望手机信号恢复正常。
实际结果
早上起来卡2无信号，尝试飞行模式之后，卡1也变成无信号，重启手机后恢复正常。近四天每天必现"
34760399,"MIUI系统,Redmi K40/Pro,控制中心,小米11青春版,开发版公测,开发版内测,状态栏,小米10S,小米11,小米11 Pro,小米11 Ultra,MIUI Home,网络信号,网络助手,Redmi手机,位置信息,桌面,通知栏",2022-01-09 09:40:43,"MIUI13-稳定版-控制中心-经典控制中心数据流量和WIFI快捷功能开关异常消失
操作步骤
没有了快捷数据流量跟无线网络了
预期结果
希望能从新加上去。或者怎么设置。
实际结果
每次要进设置里面去。
补充说明
希望能改善一下。"
34418521,"开发版内测,三方应用圈,稳定版内测,MIUI系统,小米11 Ultra,自由小窗,开发版公测,小米11",2022-01-09 08:01:39,"MIUI13 22.1月起 从其他应用切回王者荣耀黑屏/王者荣耀黑屏/比例异常
操作步骤
王者时打开网易云，之后游戏无法全屏
预期结果
全屏，修修。。。。。。。。
实际结果
无法全屏。。。。。。"
34209362,"小米11,自由小窗,开发版内测,MIUI系统",2022-01-08 21:41:42,"MIUI13-22.1月起-小米11开发版-游戏时小窗卡顿掉帧严重
操作步骤
打王者荣耀时候，用分屏打开QQ或者微信时候，特别卡，感觉还不如MIUI12，咋回事，版本的迭代，系统的体验越来越差吗？"
34207167,"小米11,手机管家,MIUI系统,隐私保护",2022-01-08 20:46:47,"MIUI13-小米11稳定版13.0.4-打开隐私保护页面卡顿/不流畅
操作步骤
进入隐私保护界面，滑动掉帧
预期结果
滑动界面时应该非常流畅，，，，，，，
实际结果
滑动界面时实际非常掉帧"
34399891,"小米11,游戏加速,MIUI系统,三方应用圈,稳定版内测",2022-01-08 20:39:35,"MIUI13-小米11稳定版13.0.4-王者荣耀掉帧 

操作步骤
升级13之后发现王者帧率只能保持在五十帧率左右，打游戏很卡。本来12.5都没有这个情况"
34206327,"小米11,网络信号,MIUI系统",2022-01-08 20:38:00,"MIUI13-小米11稳定版13.0.4/13.0.5-信号差
操作步骤
手机经常放口袋里就没信号（网络）怎么办？
不知道是不是工作的地方太偏，上班手机信号强度都在-100dbm以下，投诉过移动公司，来检测了说没问题，还回去加大了功率，依然没有改善😷
大家的MI 11有同样的问题吗？"
34736109,"小米11,游戏加速,MIUI系统,控制中心",2022-01-08 20:33:40,MIUI13-22.1月稳定版-控制中心游戏中会自动触发下拉
34198317,"电话,联系人,小米11,MIUI系统",2022-01-08 16:25:18,"MIUI13-22.1月起-电话开发版-来电不显示备注
操作步骤
电话联系人来电只显示电话号码，不显示备注联系人名字
预期结果
希望下个版本得到修复，电话来了都不知道是谁打的，太难受了😭
实际结果
来电不显示电话联系人的备注，只显示号码"
34233888,"小米妙享中心公测,小米11,控制中心,小米11 Pro",2022-01-08 14:21:21,"MIUI13-开发版-控制中心-更改屏幕分辨率后，控制中心部分快捷功能图标字体显示异常/错位
操作步骤
打开设置，把屏幕分辨率降到1080，拉出控制中心
预期结果
正常显示控制中心，无任何错位。
实际结果
如图，显示错位，影响观看。"
34221638,"小米11,稳定版内测,MIUI系统,有线充电",2022-01-08 09:37:14,"MIUI13 小米11 稳定版 13.0.4 55W有线充电慢
操作步骤
手机使用小米11套装版充电器充电时间变长
预期结果
恢复到以前的充电速度
实际结果
更新MIUI13后充电时间变慢"
34220778,"MIUI系统,小米11,云服务",2022-01-08 09:16:45,"22.1月起  小米11 MIUI13开发版 小米云服务闪退
操作步骤
打开小米云服务就闪退
预期结果
云服务只要打开就闪退没办法打开
实际结果
打不开云服务。打开就闪退"
33496710,"小米11,网络助手,网络信号,开发版内测",2022-01-08 02:31:41,"MIUI13 截止1.9 小米11 开发版 WiFi断流
操作步骤
为什么WiFi连着没有网全宿舍就我一个用小米，并且就我一个连着没用"
33496390,"小米11,有线充电",2022-01-08 02:29:41,"MIUI13 截止1.9日 小米11 开发版 快充消失
操作步骤
小米11快充没有了.啥情况呀？求助……"
33495600,"小米11,网络助手,网络信号,开发版内测,MIUI系统",2022-01-08 01:39:53,"MIUI13 截止1.9 小米11 开发版 数据断流
操作步骤
断流，和这个自己锁屏这个问题解决一下"
34686619,"自由小窗,小米11,MIUI系统,稳定版内测",2022-01-07 21:52:05,"MIUI13_22.1月起稳定版_使用视频小窗时小窗全屏播放状态上下边没有指示线无法移动/无法关闭
操作步骤
分屏模式有时候能全屏看视频，但此时分屏无法拖动和全屏化
预期结果
可以小窗可以全屏，而且可以自由拖动并返回
实际结果
小窗无法拖动，无法点击"
34678239,"通知栏,小米11,MIUI系统,三方应用圈",2022-01-07 18:30:07,小米11-稳定版-12.5.15-通知栏跳转微信出现双顶部
33480335,"稳定版内测,小米11,应用商店,MIUI系统",2022-01-07 18:04:40,"MIUI13小米11 稳定版 13.0.4 应用安装慢
操作步骤
安装应用软件的时候需要几分钟，即使再小的软件也不行，都得等好久好久。
预期结果
正常快速安装应用软件
实际结果
安装软件极其极其的慢"
